datetime,anomaly,uncert
1952-07-01,0.124,0.123
1952-08-01,0.113,0.125
1952-09-01,0.119,0.105
1952-10-01,0.049,0.094
1952-11-01,-0.079,0.093
1952-12-01,0.084,0.096
1953-01-01,0.104,0.095
1953-02-01,0.205,0.094
1953-03-01,0.108,0.094
1953-04-01,0.313,0.105
1953-05-01,0.228,0.117
1953-06-01,0.237,0.107
1953-07-01,0.121,0.123
1953-08-01,0.134,0.125
1953-09-01,0.133,0.106
1953-10-01,0.109,0.093
1953-11-01,-0.023,0.093
1953-12-01,0.129,0.095
1954-01-01,-0.171,0.088
1954-02-01,-0.034,0.091
1954-03-01,-0.079,0.093
1954-04-01,-0.002,0.103
1954-05-01,-0.05,0.105
1954-06-01,-0.065,0.103
1954-07-01,-0.126,0.108
1954-08-01,-0.07,0.107
1954-09-01,-0.085,0.102
1954-10-01,0.079,0.088
1954-11-01,0.125,0.085
1954-12-01,-0.073,0.088
1955-01-01,0.225,0.085
1955-02-01,-0.159,0.085
1955-03-01,-0.269,0.081
1955-04-01,-0.123,0.088
1955-05-01,-0.189,0.094
1955-06-01,-0.07,0.083
1955-07-01,-0.128,0.094
1955-08-01,0.11,0.112
1955-09-01,-0.142,0.085
1955-10-01,-0.005,0.079
1955-11-01,-0.242,0.083
1955-12-01,-0.206,0.081
1956-01-01,-0.065,0.072
1956-02-01,-0.141,0.08
1956-03-01,-0.201,0.071
1956-04-01,-0.236,0.073
1956-05-01,-0.241,0.089
1956-06-01,-0.177,0.089
1956-07-01,-0.106,0.083
1956-08-01,-0.282,0.072
1956-09-01,-0.184,0.071
1956-10-01,-0.276,0.068
1956-11-01,-0.151,0.07
1956-12-01,0.027,0.076
1957-01-01,-0.066,0.071
1957-02-01,-0.002,0.07
1957-03-01,-0.044,0.069
1957-04-01,0.073,0.079
1957-05-01,0.163,0.079
1957-06-01,0.218,0.099
1957-07-01,0.024,0.093
1957-08-01,0.177,0.097
1957-09-01,0.078,0.118
1957-10-01,0.099,0.083
1957-11-01,0.062,0.068
1957-12-01,0.153,0.068
1958-01-01,0.367,0.069
1958-02-01,0.231,0.069
1958-03-01,0.148,0.066
1958-04-01,0.057,0.072
1958-05-01,0.09,0.074
1958-06-01,-0.069,0.082
1958-07-01,0.019,0.094
1958-08-01,-0.051,0.073
1958-09-01,-0.068,0.074
1958-10-01,0.056,0.067
1958-11-01,0.059,0.062
1958-12-01,0.098,0.067
1959-01-01,0.122,0.068
1959-02-01,0.062,0.066
1959-03-01,0.156,0.092
1959-04-01,0.173,0.071
1959-05-01,0.076,0.069
1959-06-01,0.1,0.065
1959-07-01,0.018,0.074
1959-08-01,0.033,0.062
1959-09-01,-0.083,0.071
1959-10-01,0.011,0.068
1959-11-01,-0.101,0.064
1959-12-01,0.048,0.067
1960-01-01,0.042,0.061
1960-02-01,0.148,0.068
1960-03-01,-0.277,0.063
1960-04-01,-0.126,0.066
1960-05-01,-0.073,0.078
1960-06-01,0.02,0.072
1960-07-01,-0.023,0.066
1960-08-01,0.091,0.068
1960-09-01,0.057,0.067
1960-10-01,0.089,0.062
1960-11-01,-0.121,0.065
1960-12-01,0.258,0.06
1961-01-01,0.121,0.058
1961-02-01,0.208,0.061
1961-03-01,0.133,0.065
1961-04-01,0.193,0.078
1961-05-01,0.196,0.072
1961-06-01,0.142,0.078
1961-07-01,-0.008,0.069
1961-08-01,0.008,0.078
1961-09-01,0.033,0.06
1961-10-01,0.025,0.071
1961-11-01,0.05,0.055
1961-12-01,-0.064,0.063
1962-01-01,0.11,0.065
1962-02-01,0.184,0.063
1962-03-01,0.179,0.063
1962-04-01,0.102,0.066
1962-05-01,-0.052,0.078
1962-06-01,0.035,0.062
1962-07-01,-0.053,0.062
1962-08-01,-0.042,0.075
1962-09-01,-0.066,0.073
1962-10-01,0.008,0.085
1962-11-01,0.054,0.072
1962-12-01,0.048,0.065
1963-01-01,0.052,0.069
1963-02-01,0.175,0.058
1963-03-01,-0.153,0.07
1963-04-01,-0.045,0.06
1963-05-01,-0.021,0.066
1963-06-01,0.03,0.083
1963-07-01,0.115,0.076
1963-08-01,0.232,0.067
1963-09-01,0.173,0.074
1963-10-01,0.136,0.078
1963-11-01,0.189,0.066
1963-12-01,0.111,0.064
1964-01-01,-0.017,0.078
1964-02-01,-0.079,0.056
1964-03-01,-0.229,0.057
1964-04-01,-0.281,0.059
1964-05-01,-0.251,0.079
1964-06-01,-0.046,0.063
1964-07-01,-0.144,0.073
1964-08-01,-0.28,0.074
1964-09-01,-0.335,0.059
1964-10-01,-0.228,0.077
1964-11-01,-0.205,0.058
1964-12-01,-0.168,0.058
1965-01-01,0.008,0.061
1965-02-01,-0.131,0.063
1965-03-01,-0.132,0.057
1965-04-01,-0.152,0.065
1965-05-01,-0.074,0.072
1965-06-01,-0.148,0.102
1965-07-01,-0.195,0.065
1965-08-01,-0.054,0.06
1965-09-01,-0.199,0.059
1965-10-01,-0.01,0.061
1965-11-01,-0.038,0.057
1965-12-01,0.012,0.058
1966-01-01,-0.093,0.055
1966-02-01,-0.009,0.056
1966-03-01,-0.029,0.086
1966-04-01,-0.029,0.059
1966-05-01,-0.089,0.064
1966-06-01,0.03,0.063
1966-07-01,0.099,0.069
1966-08-01,-0.036,0.063
1966-09-01,-0.007,0.082
1966-10-01,-0.158,0.06
1966-11-01,-0.022,0.063
1966-12-01,0.036,0.054
1967-01-01,-0.044,0.054
1967-02-01,-0.2,0.061
1967-03-01,0.063,0.062
1967-04-01,0.043,0.064
1967-05-01,0.262,0.072
1967-06-01,0.01,0.058
1967-07-01,0.029,0.067
1967-08-01,0.008,0.079
1967-09-01,-0.036,0.057
1967-10-01,0.091,0.055
1967-11-01,-0.088,0.048
1967-12-01,0.032,0.05
1968-01-01,-0.142,0.05
1968-02-01,-0.123,0.047
1968-03-01,0.155,0.059
1968-04-01,-0.011,0.058
1968-05-01,-0.078,0.068
1968-06-01,0.007,0.099
1968-07-01,-0.116,0.062
1968-08-01,-0.073,0.052
1968-09-01,-0.184,0.059
1968-10-01,0.099,0.06
1968-11-01,-0.065,0.049
1968-12-01,-0.009,0.049
1969-01-01,0.011,0.048
1969-02-01,-0.057,0.058
1969-03-01,0.045,0.052
1969-04-01,0.218,0.057
1969-05-01,0.262,0.051
1969-06-01,0.147,0.062
1969-07-01,-0.081,0.055
1969-08-01,0.035,0.054
1969-09-01,0.06,0.059
1969-10-01,0.083,0.053
1969-11-01,0.099,0.048
1969-12-01,0.346,0.049
1970-01-01,0.184,0.05
1970-02-01,0.183,0.065
1970-03-01,0.059,0.05
1970-04-01,0.113,0.05
1970-05-01,0.009,0.051
1970-06-01,-0.008,0.057
1970-07-01,-0.063,0.062
1970-08-01,-0.143,0.068
1970-09-01,0.063,0.054
1970-10-01,0.008,0.048
1970-11-01,-0.026,0.046
1970-12-01,-0.073,0.046
1971-01-01,-0.005,0.047
1971-02-01,-0.175,0.052
1971-03-01,-0.181,0.048
1971-04-01,-0.051,0.053
1971-05-01,-0.117,0.059
1971-06-01,-0.131,0.055
1971-07-01,-0.133,0.06
1971-08-01,-0.086,0.052
1971-09-01,-0.03,0.055
1971-10-01,-0.057,0.058
1971-11-01,-0.043,0.05
1971-12-01,-0.086,0.046
1972-01-01,-0.227,0.05
1972-02-01,-0.183,0.048
1972-03-01,0.0,0.064
1972-04-01,-0.001,0.049
1972-05-01,0.015,0.052
1972-06-01,0.047,0.064
1972-07-01,-0.042,0.06
1972-08-01,0.141,0.058
1972-09-01,0.007,0.055
1972-10-01,0.033,0.07
1972-11-01,0.0,0.048
1972-12-01,0.221,0.049
1973-01-01,0.25,0.044
1973-02-01,0.294,0.046
1973-03-01,0.158,0.054
1973-04-01,0.254,0.057
1973-05-01,0.209,0.052
1973-06-01,0.121,0.051
1973-07-01,-0.004,0.057
1973-08-01,-0.002,0.07
1973-09-01,-0.04,0.051
1973-10-01,0.042,0.052
1973-11-01,-0.013,0.045
1973-12-01,-0.008,0.044
1974-01-01,-0.162,0.051
1974-02-01,-0.33,0.048
1974-03-01,-0.169,0.047
1974-04-01,-0.103,0.044
1974-05-01,-0.107,0.052
1974-06-01,-0.073,0.054
1974-07-01,-0.141,0.051
1974-08-01,0.078,0.065
1974-09-01,-0.096,0.059
1974-10-01,-0.091,0.049
1974-11-01,-0.076,0.046
1974-12-01,-0.106,0.056
1975-01-01,0.026,0.048
1975-02-01,0.067,0.045
1975-03-01,0.082,0.055
1975-04-01,0.041,0.047
1975-05-01,0.102,0.051
1975-06-01,-0.0,0.056
1975-07-01,-0.127,0.064
1975-08-01,-0.269,0.068
1975-09-01,-0.1,0.06
1975-10-01,-0.099,0.052
1975-11-01,-0.279,0.046
1975-12-01,-0.161,0.043
1976-01-01,-0.076,0.046
1976-02-01,-0.187,0.055
1976-03-01,-0.305,0.046
1976-04-01,-0.133,0.047
1976-05-01,-0.327,0.065
1976-06-01,-0.239,0.064
1976-07-01,-0.135,0.066
1976-08-01,-0.226,0.074
1976-09-01,-0.096,0.061
1976-10-01,-0.237,0.058
1976-11-01,-0.123,0.048
1976-12-01,0.084,0.052
1977-01-01,0.237,0.046
1977-02-01,0.159,0.057
1977-03-01,0.106,0.052
1977-04-01,0.188,0.052
1977-05-01,0.257,0.068
1977-06-01,0.222,0.051
1977-07-01,0.118,0.053
1977-08-01,0.162,0.05
1977-09-01,-0.029,0.051
1977-10-01,-0.011,0.052
1977-11-01,0.106,0.047
1977-12-01,0.023,0.05
1978-01-01,0.056,0.049
1978-02-01,0.092,0.052
1978-03-01,0.09,0.051
1978-04-01,0.112,0.065
1978-05-01,0.046,0.057
1978-06-01,-0.099,0.057
1978-07-01,-0.029,0.065
1978-08-01,-0.299,0.057
1978-09-01,0.012,0.053
1978-10-01,-0.066,0.05
1978-11-01,0.118,0.049
1978-12-01,0.055,0.052
1979-01-01,0.103,0.048
1979-02-01,-0.161,0.048
1979-03-01,0.103,0.047
1979-04-01,0.129,0.051
1979-05-01,-0.02,0.054
1979-06-01,-0.0,0.073
1979-07-01,-0.081,0.04
1979-08-01,0.069,0.054
1979-09-01,0.175,0.078
1979-10-01,0.16,0.048
1979-11-01,0.199,0.046
1979-12-01,0.449,0.044
1980-01-01,0.302,0.052
1980-02-01,0.364,0.053
1980-03-01,0.274,0.062
1980-04-01,0.331,0.056
1980-05-01,0.295,0.048
1980-06-01,0.105,0.053
1980-07-01,0.204,0.06
1980-08-01,0.176,0.093
1980-09-01,0.133,0.048
1980-10-01,0.073,0.047
1980-11-01,0.198,0.063
1980-12-01,0.151,0.047
1981-01-01,0.505,0.046
1981-02-01,0.316,0.047
1981-03-01,0.376,0.055
1981-04-01,0.229,0.053
1981-05-01,0.18,0.094
1981-06-01,0.257,0.069
1981-07-01,0.248,0.063
1981-08-01,0.278,0.094
1981-09-01,0.137,0.046
1981-10-01,0.067,0.053
1981-11-01,0.135,0.042
1981-12-01,0.419,0.05
1982-01-01,0.064,0.06
1982-02-01,0.066,0.053
1982-03-01,-0.097,0.052
1982-04-01,0.001,0.075
1982-05-01,0.057,0.072
1982-06-01,-0.055,0.05
1982-07-01,0.015,0.056
1982-08-01,-0.03,0.06
1982-09-01,0.05,0.057
1982-10-01,0.071,0.053
1982-11-01,0.019,0.051
1982-12-01,0.36,0.055
1983-01-01,0.425,0.056
1983-02-01,0.346,0.056
1983-03-01,0.279,0.054
1983-04-01,0.242,0.048
1983-05-01,0.289,0.051
1983-06-01,0.115,0.053
1983-07-01,0.057,0.052
1983-08-01,0.264,0.056
1983-09-01,0.315,0.054
1983-10-01,0.086,0.058
1983-11-01,0.202,0.05
1983-12-01,0.172,0.05
1984-01-01,0.226,0.048
1984-02-01,0.063,0.048
1984-03-01,0.192,0.061
1984-04-01,0.086,0.055
1984-05-01,0.263,0.055
1984-06-01,-0.014,0.071
1984-07-01,-0.068,0.059
1984-08-01,0.075,0.052
1984-09-01,0.131,0.051
1984-10-01,0.036,0.052
1984-11-01,-0.076,0.052
1984-12-01,-0.091,0.049
1985-01-01,0.229,0.054
1985-02-01,-0.053,0.052
1985-03-01,0.095,0.056
1985-04-01,0.049,0.049
1985-05-01,0.07,0.05
1985-06-01,0.037,0.071
1985-07-01,-0.134,0.048
1985-08-01,0.106,0.044
1985-09-01,0.076,0.055
1985-10-01,0.042,0.048
1985-11-01,-0.029,0.046
1985-12-01,0.13,0.062
1986-01-01,0.166,0.058
1986-02-01,0.326,0.051
1986-03-01,0.171,0.046
1986-04-01,0.212,0.056
1986-05-01,0.142,0.053
1986-06-01,0.011,0.05
1986-07-01,-0.008,0.047
1986-08-01,0.069,0.058
1986-09-01,-0.025,0.065
1986-10-01,0.066,0.053
1986-11-01,0.0,0.048
1986-12-01,0.106,0.047
1987-01-01,0.273,0.052
1987-02-01,0.294,0.049
1987-03-01,0.114,0.048
1987-04-01,0.188,0.048
1987-05-01,0.186,0.047
1987-06-01,0.261,0.049
1987-07-01,0.328,0.055
1987-08-01,0.206,0.05
1987-09-01,0.254,0.051
1987-10-01,0.227,0.047
1987-11-01,0.131,0.046
1987-12-01,0.425,0.047
1988-01-01,0.475,0.052
1988-02-01,0.33,0.051
1988-03-01,0.364,0.05
1988-04-01,0.377,0.049
1988-05-01,0.34,0.055
1988-06-01,0.323,0.057
1988-07-01,0.221,0.058
1988-08-01,0.331,0.057
1988-09-01,0.286,0.062
1988-10-01,0.236,0.052
1988-11-01,-0.026,0.05
1988-12-01,0.194,0.051
1989-01-01,-0.012,0.058
1989-02-01,0.253,0.052
1989-03-01,0.201,0.052
1989-04-01,0.222,0.058
1989-05-01,0.021,0.05
1989-06-01,0.018,0.069
1989-07-01,0.198,0.057
1989-08-01,0.199,0.05
1989-09-01,0.236,0.052
1989-10-01,0.245,0.047
1989-11-01,0.066,0.052
1989-12-01,0.342,0.055
1990-01-01,0.339,0.06
1990-02-01,0.287,0.052
1990-03-01,0.636,0.052
1990-04-01,0.518,0.055
1990-05-01,0.426,0.057
1990-06-01,0.291,0.056
1990-07-01,0.331,0.054
1990-08-01,0.223,0.056
1990-09-01,0.18,0.075
1990-10-01,0.337,0.055
1990-11-01,0.323,0.063
1990-12-01,0.344,0.06
1991-01-01,0.333,0.056
1991-02-01,0.399,0.055
1991-03-01,0.267,0.051
1991-04-01,0.476,0.06
1991-05-01,0.323,0.056
1991-06-01,0.406,0.052
1991-07-01,0.391,0.052
1991-08-01,0.336,0.056
1991-09-01,0.353,0.059
1991-10-01,0.254,0.055
1991-11-01,0.226,0.056
1991-12-01,0.298,0.053
1992-01-01,0.429,0.057
1992-02-01,0.359,0.055
1992-03-01,0.366,0.07
1992-04-01,0.244,0.058
1992-05-01,0.236,0.059
1992-06-01,0.191,0.056
1992-07-01,0.04,0.06
1992-08-01,0.01,0.056
1992-09-01,-0.098,0.054
1992-10-01,-0.018,0.052
1992-11-01,-0.055,0.055
1992-12-01,0.176,0.07
1993-01-01,0.344,0.061
1993-02-01,0.309,0.054
1993-03-01,0.288,0.059
1993-04-01,0.263,0.053
1993-05-01,0.202,0.053
1993-06-01,0.182,0.052
1993-07-01,0.152,0.055
1993-08-01,0.082,0.057
1993-09-01,0.098,0.058
1993-10-01,0.185,0.058
1993-11-01,0.034,0.054
1993-12-01,0.156,0.056
1994-01-01,0.216,0.062
1994-02-01,-0.015,0.068
1994-03-01,0.249,0.055
1994-04-01,0.328,0.057
1994-05-01,0.233,0.057
1994-06-01,0.328,0.053
1994-07-01,0.18,0.054
1994-08-01,0.127,0.052
1994-09-01,0.232,0.053
1994-10-01,0.373,0.059
1994-11-01,0.334,0.055
1994-12-01,0.314,0.055
1995-01-01,0.422,0.062
1995-02-01,0.635,0.061
1995-03-01,0.369,0.058
1995-04-01,0.444,0.056
1995-05-01,0.225,0.057
1995-06-01,0.366,0.058
1995-07-01,0.4,0.057
1995-08-01,0.441,0.055
1995-09-01,0.303,0.057
1995-10-01,0.43,0.057
1995-11-01,0.373,0.054
1995-12-01,0.247,0.058
1996-01-01,0.244,0.062
1996-02-01,0.482,0.061
1996-03-01,0.334,0.054
1996-04-01,0.35,0.057
1996-05-01,0.192,0.06
1996-06-01,0.13,0.054
1996-07-01,0.245,0.055
1996-08-01,0.415,0.054
1996-09-01,0.198,0.054
1996-10-01,0.122,0.059
1996-11-01,0.337,0.053
1996-12-01,0.397,0.057
1997-01-01,0.281,0.056
1997-02-01,0.306,0.058
1997-03-01,0.463,0.061
1997-04-01,0.385,0.054
1997-05-01,0.325,0.056
1997-06-01,0.493,0.055
1997-07-01,0.284,0.055
1997-08-01,0.359,0.056
1997-09-01,0.474,0.056
1997-10-01,0.594,0.054
1997-11-01,0.594,0.052
1997-12-01,0.567,0.055
1998-01-01,0.543,0.062
1998-02-01,0.756,0.062
1998-03-01,0.578,0.061
1998-04-01,0.688,0.063
1998-05-01,0.653,0.058
1998-06-01,0.682,0.06
1998-07-01,0.622,0.058
1998-08-01,0.655,0.057
1998-09-01,0.404,0.059
1998-10-01,0.392,0.06
1998-11-01,0.381,0.056
1998-12-01,0.565,0.059
1999-01-01,0.41,0.066
1999-02-01,0.579,0.063
1999-03-01,0.278,0.062
1999-04-01,0.321,0.061
1999-05-01,0.238,0.059
1999-06-01,0.32,0.059
1999-07-01,0.295,0.058
1999-08-01,0.272,0.058
1999-09-01,0.383,0.059
1999-10-01,0.313,0.056
1999-11-01,0.306,0.058
1999-12-01,0.41,0.061
2000-01-01,0.263,0.066
2000-02-01,0.503,0.061
2000-03-01,0.48,0.06
2000-04-01,0.536,0.062
2000-05-01,0.325,0.059
2000-06-01,0.346,0.062
2000-07-01,0.289,0.057
2000-08-01,0.395,0.06
2000-09-01,0.375,0.06
2000-10-01,0.223,0.059
2000-11-01,0.267,0.058
2000-12-01,0.289,0.062
2001-01-01,0.431,0.064
2001-02-01,0.409,0.06
2001-03-01,0.517,0.06
2001-04-01,0.523,0.058
2001-05-01,0.508,0.06
2001-06-01,0.48,0.059
2001-07-01,0.501,0.057
2001-08-01,0.408,0.06
2001-09-01,0.494,0.063
2001-10-01,0.47,0.058
2001-11-01,0.652,0.06
2001-12-01,0.616,0.063
2002-01-01,0.711,0.064
2002-02-01,0.648,0.066
2002-03-01,0.842,0.061
2002-04-01,0.595,0.06
2002-05-01,0.59,0.056
2002-06-01,0.476,0.057
2002-07-01,0.501,0.058
2002-08-01,0.468,0.058
2002-09-01,0.58,0.062
2002-10-01,0.551,0.059
2002-11-01,0.498,0.057
2002-12-01,0.485,0.061
2003-01-01,0.729,0.062
2003-02-01,0.517,0.064
2003-03-01,0.499,0.061
2003-04-01,0.534,0.059
2003-05-01,0.569,0.058
2003-06-01,0.406,0.057
2003-07-01,0.456,0.061
2003-08-01,0.578,0.058
2003-09-01,0.608,0.061
2003-10-01,0.681,0.06
2003-11-01,0.473,0.06
2003-12-01,0.719,0.057
2004-01-01,0.567,0.059
2004-02-01,0.647,0.062
2004-03-01,0.538,0.062
2004-04-01,0.58,0.057
2004-05-01,0.326,0.052
2004-06-01,0.334,0.056
2004-07-01,0.168,0.055
2004-08-01,0.378,0.056
2004-09-01,0.452,0.054
2004-10-01,0.541,0.056
2004-11-01,0.621,0.058
2004-12-01,0.483,0.057
2005-01-01,0.714,0.059
2005-02-01,0.594,0.063
2005-03-01,0.704,0.061
2005-04-01,0.706,0.062
2005-05-01,0.618,0.056
2005-06-01,0.612,0.057
2005-07-01,0.52,0.057
2005-08-01,0.558,0.058
2005-09-01,0.656,0.055
2005-10-01,0.727,0.055
2005-11-01,0.653,0.056
2005-12-01,0.726,0.055
2006-01-01,0.595,0.06
2006-02-01,0.743,0.064
2006-03-01,0.602,0.069
2006-04-01,0.531,0.055
2006-05-01,0.473,0.07
2006-06-01,0.555,0.055
2006-07-01,0.388,0.062
2006-08-01,0.663,0.054
2006-09-01,0.551,0.058
2006-10-01,0.632,0.055
2006-11-01,0.65,0.059
2006-12-01,0.782,0.059
2007-01-01,0.93,0.058
2007-02-01,0.682,0.062
2007-03-01,0.629,0.065
2007-04-01,0.788,0.055
2007-05-01,0.611,0.051
2007-06-01,0.52,0.055
2007-07-01,0.525,0.051
2007-08-01,0.522,0.057
2007-09-01,0.497,0.057
2007-10-01,0.581,0.053
2007-11-01,0.523,0.056
2007-12-01,0.454,0.056
2008-01-01,0.24,0.063
2008-02-01,0.269,0.059
2008-03-01,0.596,0.066
2008-04-01,0.501,0.058
2008-05-01,0.468,0.059
2008-06-01,0.394,0.052
2008-07-01,0.466,0.053
2008-08-01,0.402,0.058
2008-09-01,0.579,0.056
2008-10-01,0.633,0.05
2008-11-01,0.591,0.052
2008-12-01,0.512,0.056
2009-01-01,0.642,0.057
2009-02-01,0.501,0.067
2009-03-01,0.464,0.058
2009-04-01,0.577,0.057
2009-05-01,0.532,0.052
2009-06-01,0.557,0.053
2009-07-01,0.616,0.053
2009-08-01,0.557,0.054
2009-09-01,0.599,0.056
2009-10-01,0.598,0.053
2009-11-01,0.681,0.053
2009-12-01,0.688,0.055
2010-01-01,0.756,0.059
2010-02-01,0.815,0.06
2010-03-01,0.822,0.055
2010-04-01,0.857,0.054
2010-05-01,0.688,0.056
2010-06-01,0.562,0.053
2010-07-01,0.47,0.05
2010-08-01,0.536,0.053
2010-09-01,0.527,0.052
2010-10-01,0.647,0.051
2010-11-01,0.68,0.053
2010-12-01,0.481,0.058
2011-01-01,0.509,0.061
2011-02-01,0.471,0.066
2011-03-01,0.575,0.061
2011-04-01,0.594,0.058
2011-05-01,0.46,0.055
2011-06-01,0.528,0.056
2011-07-01,0.615,0.054
2011-08-01,0.633,0.055
2011-09-01,0.456,0.052
2011-10-01,0.547,0.055
2011-11-01,0.467,0.054
2011-12-01,0.542,0.064
2012-01-01,0.388,0.06
2012-02-01,0.426,0.069
2012-03-01,0.413,0.063
2012-04-01,0.653,0.061
2012-05-01,0.68,0.059
2012-06-01,0.561,0.06
2012-07-01,0.405,0.062
2012-08-01,0.591,0.06
2012-09-01,0.644,0.058
2012-10-01,0.777,0.057
2012-11-01,0.726,0.058
2012-12-01,0.525,0.059
2013-01-01,0.655,0.062
2013-02-01,0.507,0.066
2013-03-01,0.568,0.062
2013-04-01,0.533,0.059
2013-05-01,0.554,0.063
2013-06-01,0.556,0.062
2013-07-01,0.451,0.056
2013-08-01,0.556,0.058
2013-09-01,0.655,0.062
2013-10-01,0.587,0.061
2013-11-01,0.74,0.061
2013-12-01,0.643,0.066
2014-01-01,0.696,0.061
2014-02-01,0.45,0.067
2014-03-01,0.671,0.068
2014-04-01,0.742,0.065
2014-05-01,0.773,0.058
2014-06-01,0.55,0.065
2014-07-01,0.439,0.059
2014-08-01,0.745,0.055
2014-09-01,0.755,0.055
2014-10-01,0.757,0.056
2014-11-01,0.549,0.06
2014-12-01,0.731,0.057
